CommonName,ScientificName2023,Notes
African Gray Flycatcher,Bradornis microrhynchus,
Pale Flycatcher,Agricola pallidus,
Gray Tit-Flycatcher,Fraseria plumbea,
Ashy Flycatcher,Fraseria caerulescens,
Silverbird,Melaenornis semipartitus,
Southern Black-Flycatcher,Melaenornis pammelaina,
White-eyed Slaty-Flycatcher,Melaenornis fischeri,
Bearded Scrub-Robin,Cercotrichas quadrivirgata,
Rufous-tailed Scrub-Robin,Cercotrichas galactotes,
Red-backed Scrub-Robin,Cercotrichas leucophrys,
Olive-flanked Robin-Chat,Cossypha anomala,
Cape Robin-Chat,Cossypha caffra,
White-browed Robin-Chat,Cossypha heuglini,
Red-capped Robin-Chat,Cossypha natalensis,
Collared Palm-Thrush,Cichladusa arquata,
Spotted Morning-Thrush,Cichladusa guttata,
White-starred Robin,Pogonocichla stellata,
White-chested Alethe,Chamaetylas fuelleborni,
Sharpe's Akalat,Sheppardia sharpei,
Rubeho Akalat,Sheppardia aurantiithorax,Endemic (country/region)
White-throated Robin,Irania gutturalis,
Thrush Nightingale,Luscinia luscinia,
Common Nightingale,Luscinia megarhynchos,
Semicollared Flycatcher,Ficedula semitorquata,
Rufous-tailed Rock-Thrush,Monticola saxatilis,
Miombo Rock-Thrush,Monticola angolensis,
Whinchat,Saxicola rubetra,
African Stonechat,Saxicola torquatus,
Mocking Cliff-Chat,Thamnolaea cinnamomeiventris,
Sooty Chat,Myrmecocichla nigra,
Northern Anteater-Chat,Myrmecocichla aethiops,
Arnot's Chat,Myrmecocichla arnotti,
Northern Wheatear,Oenanthe oenanthe,
Capped Wheatear,Oenanthe pileata,
Pied Wheatear,Oenanthe pleschanka,
Familiar Chat,Oenanthe familiaris,
,,
PASSERIFORMES: Modulatricidae,,
Spot-throat,Modulatrix stictigula,
,,
PASSERIFORMES: Nectariniidae,,
Western Violet-backed Sunbird,Anthreptes longuemarei,
Eastern Violet-backed Sunbird,Anthreptes orientalis,
Uluguru Violet-backed Sunbird,Anthreptes neglectus,
Collared Sunbird,Hedydipna collaris,
Green-headed Sunbird,Cyanomitra verticalis,
Olive Sunbird,Cyanomitra olivacea,
Amethyst Sunbird,Chalcomitra amethystina,
Scarlet-chested Sunbird,Chalcomitra senegalensis,
Bronze Sunbird,Nectarinia kilimensis,
Malachite Sunbird,Nectarinia famosa,
Golden-winged Sunbird,Drepanorhynchus reichenowi,
Western Miombo Sunbird,Cinnyris gertrudis,
Montane Double-collared Sunbird,Cinnyris ludovicensis,
Eastern Double-collared Sunbird,Cinnyris mediocris,
Forest Double-collared Sunbird,Cinnyris fuelleborni,
Moreau's Sunbird,Cinnyris moreaui,Endemic (country/region)
Beautiful Sunbird,Cinnyris pulchellus,
Marico Sunbird,Cinnyris mariquensis,
Red-chested Sunbird,Cinnyris erythrocercus,
Black-bellied Sunbird,Cinnyris nectarinioides,
Purple-banded Sunbird,Cinnyris bifasciatus,
White-breasted Sunbird,Cinnyris talatala,
Variable Sunbird,Cinnyris venustus,
,,
PASSERIFORMES: Ploceidae,,
Red-billed Buffalo-Weaver,Bubalornis niger,
White-headed Buffalo-Weaver,Dinemellia dinemelli,
Speckle-fronted Weaver,Sporopipes frontalis,
White-browed Sparrow-Weaver,Plocepasser mahali,
Rufous-tailed Weaver,Histurgops ruficauda,Endemic (country/region)
Gray-headed Social-Weaver,Pseudonigrita arnaudi,
Red-headed Weaver,Anaplectes rubriceps,
Bertram's Weaver,Ploceus bertrandi,
Baglafecht Weaver,Ploceus baglafecht,
Black-necked Weaver,Ploceus nigricollis,
Spectacled Weaver,Ploceus ocularis,
African Golden-Weaver,Ploceus subaureus,
Holub's Golden-Weaver,Ploceus xanthops,
Taveta Golden-Weaver,Ploceus castaneiceps,
Lesser Masked-Weaver,Ploceus intermedius,
Vitelline Masked-Weaver,Ploceus vitellinus,
Speke's Weaver,Ploceus spekei,
Village Weaver,Ploceus cucullatus,
Black-headed Weaver,Ploceus melanocephalus,
Golden-backed Weaver,Ploceus jacksoni,
Chestnut Weaver,Ploceus rubiginosus,
Forest Weaver,Ploceus bicolor,
Olive-headed Weaver,Ploceus olivaceiceps,
Cardinal Quelea,Quelea cardinalis,
Red-headed Quelea,Quelea erythrops,
Red-billed Quelea,Quelea quelea,
Southern Red Bishop,Euplectes orix,
Black-winged Bishop,Euplectes hordeaceus,
Black Bishop,Euplectes gierowii,
Yellow-crowned Bishop,Euplectes afer,
Yellow Bishop,Euplectes capensis,
White-winged Widowbird,Euplectes albonotatus,
Red-cowled Widowbird,Euplectes laticauda,
Fan-tailed Widowbird,Euplectes axillaris,
Grosbeak Weaver,Amblyospiza albifrons,
,,
PASSERIFORMES: Estrildidae,,
Gray-headed Silverbill,Spermestes griseicapilla,
Bronze Mannikin,Spermestes cucullata,
Magpie Mannikin,Spermestes fringilloides,
Black-and-white Mannikin,Spermestes bicolor,
African Silverbill,Euodice cantans,
Yellow-bellied Waxbill,Coccopygia quartinia,
Green-backed Twinspot,Mandingoa nitidula,
Red-faced Crimsonwing,Cryptospiza reichenovii,
Gray-headed Nigrita,Nigrita canicapillus,
Black-faced Waxbill,Brunhilda erythronotos,
Fawn-breasted Waxbill,Estrilda paludicola,
Common Waxbill,Estrilda astrild,
Crimson-rumped Waxbill,Estrilda rhodopyga,
Quailfinch,Ortygospiza atricollis,
Cut-throat,Amadina fasciata,
Zebra Waxbill,Amandava subflava,
Purple Grenadier,Granatina ianthinogaster,
Southern Cordonbleu,Uraeginthus angolensis,
Red-cheeked Cordonbleu,Uraeginthus bengalus,
Blue-capped Cordonbleu,Uraeginthus cyanocephalus,
Lesser Seedcracker,Pyrenestes minor,
Green-winged Pytilia,Pytilia melba,
Orange-winged Pytilia,Pytilia afra,
Peters's Twinspot,Hypargos niveoguttatus,
Red-billed Firefinch,Lagonosticta senegala,
African Firefinch,Lagonosticta rubricata,
Jameson's Firefinch,Lagonosticta rhodopareia,
,,
PASSERIFORMES: Viduidae,,
Pin-tailed Whydah,Vidua macroura,
Broad-tailed Paradise-Whydah,Vidua obtusa,
Eastern Paradise-Whydah,Vidua paradisaea,
Steel-blue Whydah,Vidua hypocherina,
Straw-tailed Whydah,Vidua fischeri,
Village Indigobird,Vidua chalybeata,
Variable Indigobird,Vidua funerea,
Parasitic Weaver,Anomalospiza imberbis,
,,
PASSERIFORMES: Passeridae,,
House Sparrow,Passer domesticus,Introduced species
Northern Gray-headed Sparrow,Passer griseus,
Swahili Sparrow,Passer suahelicus,
Southern Gray-headed Sparrow,Passer diffusus,
Chestnut Sparrow,Passer eminibey,
Yellow-spotted Bush Sparrow,Gymnoris pyrgita,
Yellow-throated Bush Sparrow,Gymnoris superciliaris,
,,
PASSERIFORMES: Motacillidae,,
Mountain Wagtail,Motacilla clara,
Western Yellow Wagtail,Motacilla flava,
African Pied Wagtail,Motacilla aguimp,
African Pipit,Anthus cinnamomeus,
Long-billed Pipit,Anthus similis,
Striped Pipit,Anthus lineiventris,
Tree Pipit,Anthus trivialis,
Red-throated Pipit,Anthus cervinus,
Golden Pipit,Tmetothylacus tenellus,
Yellow-throated Longclaw,Macronyx croceus,
Pangani Longclaw,Macronyx aurantiigula,
,,
PASSERIFORMES: Fringillidae,,
Oriole Finch,Linurgus olivaceus,
Yellow-fronted Canary,Crithagra mozambica,
Southern Citril,Crithagra hyposticta,
Black-throated Canary,Crithagra atrogularis,
Reichenow's Seedeater,Crithagra reichenowi,
White-bellied Canary,Crithagra dorsostriata,
Southern Grosbeak-Canary,Crithagra buchanani,
Brimstone Canary,Crithagra sulphurata,
Yellow-browed Seedeater,Crithagra whytii,
Tanzania Seedeater,Crithagra melanochroa,Endemic (country/region)
Black-eared Seedeater,Crithagra mennelli,
Reichard's Seedeater,Crithagra reichardi,
Yellow-crowned Canary,Serinus flavivertex,
,,
PASSERIFORMES: Emberizidae,,
Cabanis's Bunting,Emberiza cabanisi,
Golden-breasted Bunting,Emberiza flaviventris,
Somali Bunting,Emberiza poliopleura,
Cinnamon-breasted Bunting,Emberiza tahapisi,
,,
,,
References (partial list),,
BirdLife International and Handbook of the Birds of the World (2016) Bird species distribution maps of the world. Version 6.0. Available at http://datazone.birdlife.org/species/requestdis http://datazone.birdlife.org/species/requestdis [Species records],,
"BirdLife International and NatureServe (2011) Bird species distribution maps of the world. BirdLife International, Cambridge, UK and NatureServe, Arlington, USA. http://datazone.birdlife.org/species/requestdis [Distribution]",,
"Clements, J. F., P. C. Rasmussen, T. S. Schulenberg, M. J. Iliff, T. A. Fredericks, J. A. Gerbracht, D. Lepage, A. Spencer, S. M. Billerman, B. L. Sullivan, and C. L. Wood. 2023. The eBird/Clements checklist of Birds of the World: v2023. Downloaded from https://www.birds.cornell.edu/clementschecklist/download/ https://www.birds.cornell.edu/clementschecklist/ [Taxonomy]",,
Cornell Lab of Ornithology. 2011-2018. eBird Basic Dataset (EBD) http://www.ebird.org/ [Species records],,
Cornell Lab of Ornithology. 2011-2018. eBird. http://www.ebird.org/ [Species records],,
Data obtained from Observation.org. http://observation.org [Species records],,
Xeno-canto.org https://xeno-canto.org [Species records],,
,,
"Avibase has been visited 384,017,002 times since 24 June 2003. © Denis Lepage | Privacy policy",,
