CommonName,ScientificName2023,Notes
Rock Wren,Salpinctes obsoletus,
Nightingale Wren,Microcerculus philomela,
Canyon Wren,Catherpes mexicanus,
Nava's Wren,Hylorchilus navai,Endemic (country/region)
House Wren,Troglodytes aedon,
Rufous-browed Wren,Troglodytes rufociliatus,
Sedge Wren,Cistothorus stellaris,
Grass Wren,Cistothorus platensis,
Carolina Wren,Thryothorus ludovicianus,
Band-backed Wren,Campylorhynchus zonatus,
Giant Wren,Campylorhynchus chiapensis,Near-endemic
Rufous-naped Wren,Campylorhynchus rufinucha,
Spot-breasted Wren,Pheugopedius maculipectus,
Happy Wren,Pheugopedius felix,Endemic (country/region)
Banded Wren,Thryophilus pleurostictus,
Rufous-and-white Wren,Thryophilus rufalbus,
Cabanis's Wren,Cantorchilus modestus,
White-bellied Wren,Uropsila leucogastra,
White-breasted Wood-Wren,Henicorhina leucosticta,
Gray-breasted Wood-Wren,Henicorhina leucophrys,
,,
PASSERIFORMES: Cinclidae,,
American Dipper,Cinclus mexicanus,
,,
PASSERIFORMES: Mimidae,,
Blue-and-white Mockingbird,Melanotis hypoleucus,
Black Catbird,Melanoptila glabrirostris,
Gray Catbird,Dumetella carolinensis,
Tropical Mockingbird,Mimus gilvus,
Northern Mockingbird,Mimus polyglottos,
,,
PASSERIFORMES: Turdidae,,
Eastern Bluebird,Sialia sialis,
Brown-backed Solitaire,Myadestes occidentalis,
Slate-colored Solitaire,Myadestes unicolor,
Orange-billed Nightingale-Thrush,Catharus aurantiirostris,
Ruddy-capped Nightingale-Thrush,Catharus frantzii,
Black-headed Nightingale-Thrush,Catharus mexicanus,
Yellow-throated Nightingale-Thrush,Catharus dryas,
Veery,Catharus fuscescens,
Gray-cheeked Thrush,Catharus minimus,
Swainson's Thrush,Catharus ustulatus,
Hermit Thrush,Catharus guttatus,
Wood Thrush,Hylocichla mustelina,
Mountain Thrush,Turdus plebejus,
White-throated Thrush,Turdus assimilis,
Clay-colored Thrush,Turdus grayi,
Black Thrush,Turdus infuscatus,
Rufous-backed Robin,Turdus rufopalliatus,Endemic (country/region)
Rufous-collared Robin,Turdus rufitorques,
,,
PASSERIFORMES: Bombycillidae,,
Cedar Waxwing,Bombycilla cedrorum,
,,
PASSERIFORMES: Ptiliogonatidae,,
Gray Silky-flycatcher,Ptiliogonys cinereus,
,,
PASSERIFORMES: Peucedramidae,,
Olive Warbler,Peucedramus taeniatus,
,,
PASSERIFORMES: Estrildidae,,
Tricolored Munia,Lonchura malacca,Introduced species
Chestnut Munia,Lonchura atricapilla,Introduced species
,,
PASSERIFORMES: Passeridae,,
House Sparrow,Passer domesticus,Introduced species
,,
PASSERIFORMES: Motacillidae,,
American Pipit,Anthus rubescens,
,,
PASSERIFORMES: Fringillidae,,
Elegant Euphonia,Chlorophonia elegantissima,
Blue-crowned Chlorophonia,Chlorophonia occipitalis,
Scrub Euphonia,Euphonia affinis,
White-vented Euphonia,Euphonia minuta,Rare/Accidental
Yellow-throated Euphonia,Euphonia hirundinacea,
Olive-backed Euphonia,Euphonia gouldi,
Hooded Grosbeak,Coccothraustes abeillei,
House Finch,Haemorhous mexicanus,
Red Crossbill,Loxia curvirostra,
Pine Siskin,Spinus pinus,
Black-capped Siskin,Spinus atriceps,
Black-headed Siskin,Spinus notatus,
Lesser Goldfinch,Spinus psaltria,
,,
PASSERIFORMES: Passerellidae,,
Common Chlorospingus,Chlorospingus flavopectus,
Cinnamon-tailed Sparrow,Peucaea sumichrasti,Endemic (country/region)
Stripe-headed Sparrow,Peucaea ruficauda,
Botteri's Sparrow,Peucaea botterii,
Grasshopper Sparrow,Ammodramus savannarum,
Olive Sparrow,Arremonops rufivirgatus,
Green-backed Sparrow,Arremonops chloronotus,
Chipping Sparrow,Spizella passerina,
Clay-colored Sparrow,Spizella pallida,Rare/Accidental
Lark Sparrow,Chondestes grammacus,Rare/Accidental
Orange-billed Sparrow,Arremon aurantiirostris,
Chestnut-capped Brushfinch,Arremon brunneinucha,
Yellow-eyed Junco,Junco phaeonotus,
Rufous-collared Sparrow,Zonotrichia capensis,
Harris's Sparrow,Zonotrichia querula,Rare/Accidental
Vesper Sparrow,Pooecetes gramineus,Rare/Accidental
Savannah Sparrow,Passerculus sandwichensis,
Lincoln's Sparrow,Melospiza lincolnii,
White-eared Ground-Sparrow,Melozone leucotis,
White-faced Ground-Sparrow,Melozone biarcuata,
Rusty Sparrow,Aimophila rufescens,
Spotted Towhee,Pipilo maculatus,
Collared Towhee,Pipilo ocai,Endemic (country/region)
Rufous-capped Brushfinch,Atlapetes pileatus,
White-naped Brushfinch,Atlapetes albinucha,
,,
PASSERIFORMES: Icteriidae,,
Yellow-breasted Chat,Icteria virens,
,,
PASSERIFORMES: Icteridae,,
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,
Eastern Meadowlark,Sturnella magna,
Yellow-billed Cacique,Amblycercus holosericeus,
Yellow-winged Cacique,Cassiculus melanicterus,Endemic (country/region)
Chestnut-headed Oropendola,Psarocolius wagleri,
Montezuma Oropendola,Psarocolius montezuma,
Black-vented Oriole,Icterus wagleri,
Bar-winged Oriole,Icterus maculialatus,
Black-cowled Oriole,Icterus prosthemelas,
Orchard Oriole,Icterus spurius,
Hooded Oriole,Icterus cucullatus,Rare/Accidental
Yellow-backed Oriole,Icterus chrysater,
Yellow-tailed Oriole,Icterus mesomelas,
Streak-backed Oriole,Icterus pustulatus,
Bullock's Oriole,Icterus bullockii,
Spot-breasted Oriole,Icterus pectoralis,
Altamira Oriole,Icterus gularis,
Audubon's Oriole,Icterus graduacauda,
Baltimore Oriole,Icterus galbula,
Red-winged Blackbird,Agelaius phoeniceus,
Bronzed Cowbird,Molothrus aeneus,
Brown-headed Cowbird,Molothrus ater,
Giant Cowbird,Molothrus oryzivorus,
Melodious Blackbird,Dives dives,
Brewer's Blackbird,Euphagus cyanocephalus,
Great-tailed Grackle,Quiscalus mexicanus,
,,
PASSERIFORMES: Parulidae,,
Ovenbird,Seiurus aurocapilla,
Worm-eating Warbler,Helmitheros vermivorum,
Louisiana Waterthrush,Parkesia motacilla,
Northern Waterthrush,Parkesia noveboracensis,
Golden-winged Warbler,Vermivora chrysoptera,
Blue-winged Warbler,Vermivora cyanoptera,
Black-and-white Warbler,Mniotilta varia,
Prothonotary Warbler,Protonotaria citrea,
Swainson's Warbler,Limnothlypis swainsonii,
Crescent-chested Warbler,Oreothlypis superciliosa,
Tennessee Warbler,Leiothlypis peregrina,
Orange-crowned Warbler,Leiothlypis celata,
Nashville Warbler,Leiothlypis ruficapilla,
Gray-crowned Yellowthroat,Geothlypis poliocephala,
MacGillivray's Warbler,Geothlypis tolmiei,
Mourning Warbler,Geothlypis philadelphia,
Kentucky Warbler,Geothlypis formosa,
Common Yellowthroat,Geothlypis trichas,
Hooded Warbler,Setophaga citrina,
American Redstart,Setophaga ruticilla,
Cape May Warbler,Setophaga tigrina,Rare/Accidental
Cerulean Warbler,Setophaga cerulea,
Northern Parula,Setophaga americana,
Tropical Parula,Setophaga pitiayumi,
Magnolia Warbler,Setophaga magnolia,
Bay-breasted Warbler,Setophaga castanea,
Blackburnian Warbler,Setophaga fusca,
Yellow Warbler,Setophaga petechia,
Chestnut-sided Warbler,Setophaga pensylvanica,
Black-throated Blue Warbler,Setophaga caerulescens,Rare/Accidental
Palm Warbler,Setophaga palmarum,Rare/Accidental
Yellow-rumped Warbler,Setophaga coronata,
Yellow-throated Warbler,Setophaga dominica,
Prairie Warbler,Setophaga discolor,
Grace's Warbler,Setophaga graciae,
Townsend's Warbler,Setophaga townsendi,
Hermit Warbler,Setophaga occidentalis,
Golden-cheeked Warbler,Setophaga chrysoparia,
Black-throated Green Warbler,Setophaga virens,
Fan-tailed Warbler,Basileuterus lachrymosus,
Rufous-capped Warbler,Basileuterus rufifrons,
Chestnut-capped Warbler,Basileuterus delattrii,
Golden-browed Warbler,Basileuterus belli,
Golden-crowned Warbler,Basileuterus culicivorus,
Canada Warbler,Cardellina canadensis,Rare/Accidental
Wilson's Warbler,Cardellina pusilla,
Red-faced Warbler,Cardellina rubrifrons,
Red Warbler,Cardellina rubra,
Pink-headed Warbler,Cardellina versicolor,
Painted Redstart,Myioborus pictus,
Slate-throated Redstart,Myioborus miniatus,
,,
PASSERIFORMES: Cardinalidae,,
Hepatic Tanager,Piranga flava,
Summer Tanager,Piranga rubra,
Scarlet Tanager,Piranga olivacea,
Western Tanager,Piranga ludoviciana,
Flame-colored Tanager,Piranga bidentata,
White-winged Tanager,Piranga leucoptera,
Red-headed Tanager,Piranga erythrocephala,Endemic (country/region)
Red-crowned Ant-Tanager,Habia rubica,
Red-throated Ant-Tanager,Habia fuscicauda,
Black-faced Grosbeak,Caryothraustes poliogaster,
Northern Cardinal,Cardinalis cardinalis,
Yellow Grosbeak,Pheucticus chrysopeplus,
Rose-breasted Grosbeak,Pheucticus ludovicianus,
Red-breasted Chat,Granatellus venustus,Endemic (country/region)
Gray-throated Chat,Granatellus sallaei,
Blue Seedeater,Amaurospiza concolor,
Blue-black Grosbeak,Cyanoloxia cyanoides,
Blue Bunting,Cyanocompsa parellina,
Blue Grosbeak,Passerina caerulea,
Indigo Bunting,Passerina cyanea,
Rose-bellied Bunting,Passerina rositae,Endemic (country/region)
Orange-breasted Bunting,Passerina leclancherii,Endemic (country/region)
Varied Bunting,Passerina versicolor,
Painted Bunting,Passerina ciris,
Dickcissel,Spiza americana,
,,
PASSERIFORMES: Thraupidae,,
Gray-headed Tanager,Eucometis penicillata,
Black-throated Shrike-Tanager,Lanio aurantius,
Crimson-collared Tanager,Ramphocelus sanguinolentus,
Scarlet-rumped Tanager,Ramphocelus passerinii,
Blue-gray Tanager,Thraupis episcopus,
Yellow-winged Tanager,Thraupis abbas,
Azure-rumped Tanager,Poecilostreptus cabanisi,
Golden-hooded Tanager,Stilpnia larvata,
Shining Honeycreeper,Cyanerpes lucidus,
Red-legged Honeycreeper,Cyanerpes cyaneus,
Green Honeycreeper,Chlorophanes spiza,
Cinnamon-bellied Flowerpiercer,Diglossa baritula,
Slaty Finch,Haplospiza rustica,
Grassland Yellow-Finch,Sicalis luteola,
Blue-black Grassquit,Volatinia jacarina,
Ruddy-breasted Seedeater,Sporophila minuta,
Thick-billed Seed-Finch,Sporophila funerea,
Variable Seedeater,Sporophila corvina,
Morelet's Seedeater,Sporophila morelleti,
Cinnamon-rumped Seedeater,Sporophila torqueola,
Slate-colored Seedeater,Sporophila schistacea,Rare/Accidental
Bananaquit,Coereba flaveola,
Yellow-faced Grassquit,Tiaris olivaceus,
Buff-throated Saltator,Saltator maximus,
Black-headed Saltator,Saltator atriceps,
Cinnamon-bellied Saltator,Saltator grandis,
