"","Language","CanonicalName","CommonName","IndexFG","n","ScientificName2023","Genus2023","Family2023","Order2023","ScientificName1974","Genus1974","Family1974","Order1974","ScientificName2021","ScientificNameV3","BeakLengthCulmen","BeakLengthNares","BeakWidth","BeakDepth","TarsusLength","WingLength","KippsDistance","Secondary","HandWingIndex","TailLength","Mass","IsoPer","zIsoPer","tSNE1per","tSNE2per","VarPer","IsoPhy","zIsoPhy","Iso23","zIso23","Iso74","zIso74","cBlack","cWhite","cYellow","cBlue","cRed","cGreen","cElaboration","cDiversity","IsoCol","zIsoCol","zcElaboration","zcDiversity","VarPhy"
"106","Anindilyakwa","Cracticus nigrogularis","Pied Butcherbird","Ani.56",2,"Cracticus nigrogularis","Cracticus","Artamidae","Passeriformes","Cracticus nigrogularis","Cracticus","Cracticidae","Passeriformes","Cracticus nigrogularis","Cracticus nigrogularis",43.9,27.1,9.8,13.8,36.5,171.8,48.5,125,27.9,129.3,128,0.97,0.15,-0.898842076248892,-1.13074801663854,0.871141592066004,30.68,-0.56,2,0.48,2,0.56,0.373765944,0.355353695,0,0.000244775,0,0,37.13382932,19,0.19,-0.54,1.3,-1.44,30.6758502535501
"107","Anindilyakwa","Grallina cyanoleuca","Magpie Lark/Peewee","Ani.57",1,"Grallina cyanoleuca","Grallina","Monarchidae","Passeriformes","Grallina cyanoleuca","Grallina","Grallinidae","Passeriformes","Grallina cyanoleuca","Grallina cyanoleuca",26.2,15.6,5.7,5.5,41.7,172.1,46.3,127.8,26.6,115.5,82.6,1.12,0.41,-0.827060951176837,0.849363078318856,0,29.11,-0.61,2,0.48,3,1.92,0.316738534,0.336445601,0.004668401,0.071807848,0,0,37.18308759,29,1,1.1,1.31,-0.82,0
"108","Anindilyakwa","Scythrops novaehollandiae","Channel-billed Cuckoo","Ani.61",1,"Scythrops novaehollandiae","Scythrops","Cuculidae","Cuculiformes","Scythrops novaehollandiae","Scythrops","Cuculidae","Cuculiformes","Scythrops novaehollandiae","Scythrops novaehollandiae",82.8,63.1,26.7,31.4,45.4,339.2,151.5,184.2,45.1,270,684,1.42,0.93,-0.097333384726262,-5.70711167022726,0,111.22,2.02,2,0.48,2,0.56,0.086383281,0.213660485,0.000656491,0,0.001777997,0,19.75320704,36,0.17,-0.59,-1.52,-0.39,0
"109","Anindilyakwa","Cacatua galerita","Sulphur-crested Cockatoo","Ani.62",2,"Cacatua galerita","Cacatua","Cacatuidae","Psittaciformes","Cacatua galerita","Cacatua","Psittacidae","Psittaciformes","Cacatua galerita","Cacatua galerita",49.3,40.2,22.4,44.3,28.5,347.3,93.2,266,25.9,198.4,720.4,1.74,1.48,-0.41624837112708,-5.54357707882638,0.961420001894707,86.59,1.23,1,-0.82,1,-0.8,0.004158902,0.730653064,0.094473656,0,0,0.001416277,40.38479001,36.5,1.03,1.15,1.83,-0.36,100.331959163759
"110","Anindilyakwa","Calyptorhynchus banksii","Red-tailed Black Cockatoo","Ani.63",1,"Calyptorhynchus banksii","Calyptorhynchus","Cacatuidae","Psittaciformes","Calyptorhynchus magnificus","Calyptorhynchus","Psittacidae","Psittaciformes","Calyptorhynchus banksii","Calyptorhynchus banksii",51.7,39,29.7,62.1,29.2,420.2,185.5,228.2,44.9,291,721.9,1.56,1.16,-0.257811374665196,-6.19699212714681,0,29.57,-0.6,2,0.48,2,0.56,0.345834028,0.049332113,0.000552547,4.43e-05,0.008708145,9.95e-05,26.22974595,37.5,0.35,-0.22,-0.47,-0.3,0
"111","Anindilyakwa","Aprosmictus erythropterus","Red-winged Parrot","Ani.64",3,"Aprosmictus erythropterus","Aprosmictus","Psittaculidae","Psittaciformes","Aprosmictus erythropterus","Aprosmictus","Psittacidae","Psittaciformes","Aprosmictus erythropterus","Aprosmictus erythropterus",23.6,17,12,17.1,20,190.2,87.2,104.5,45.5,140,136,0.87,-0.03,-0.261252119237978,-0.839298802131874,0.985217753026375,43.11,-0.16,2,0.48,2,0.56,0.114961575,0.012541782,0.027569066,0.000199983,0.084392766,0.540867926,35.6133451,82,1.9,2.94,1.06,2.43,64.8071981565084
"112","Anindilyakwa","Trichoglossus chlorolepidotus","Scaly-breasted Lorikeet","Ani.64",3,"Trichoglossus chlorolepidotus","Trichoglossus","Psittaculidae","Psittaciformes","Trichoglossus chlorolepidotus","Trichoglossus","Psittacidae","Psittaciformes","Trichoglossus chlorolepidotus","Trichoglossus chlorolepidotus",19.2,16.3,10.1,16.4,14.6,128.3,66.1,62.6,51.4,95.2,87.1,0.86,-0.05,0.051750545571298,1.12400455179183,0.985217753026375,65.53,0.55,1,-0.82,1,-0.8,0.037812175,0.018457961,0.034348279,2.42e-05,0.010512802,0.640045539,37.39780984,66,2,3.14,1.35,1.45,64.8071981565084
"113","Anindilyakwa","Psitteuteles versicolor","Varied Lorikeet","Ani.64",3,"Psitteuteles versicolor","Psitteuteles","Psittaculidae","Psittaciformes","Trichoglossus versicolor","Trichoglossus","Psittacidae","Psittaciformes","Psitteuteles versicolor","Psitteuteles versicolor",16.5,12.3,8.2,13,12.7,111.4,58,53.8,51.9,61.4,53.5,1.08,0.34,0.284481855133502,2.56802126512922,0.985217753026375,41.42,-0.22,2,0.48,1,-0.8,0.054924161,0.027440474,0.029471501,0.002052634,0.03934575,0.493366752,33.08075569,85,1.73,2.6,0.64,2.62,64.8071981565084
"114","Anindilyakwa","Dacelo leachii","Blue-winged Kookaburra","Ani.68",1,"Dacelo leachii","Dacelo","Alcedinidae","Coraciiformes","Dacelo leachii","Dacelo","Alcedinidae","Coraciiformes","Dacelo leachii","Dacelo leachii",82.2,61.8,24.9,26.2,26.2,196.1,53.1,141.8,27.3,125.1,308,1.72,1.43,-0.777814981549882,-4.18864544860052,0,23.83,-0.78,2,0.48,2,0.56,0.078996242,0.381729631,0.042260602,0.198923456,0,0.000147062,33.65200471,46.5,1.41,1.94,0.74,0.25,0
"115","Anindilyakwa","Ceyx azureus","Azure Kingfisher","Ani.69",6,"Ceyx azureus","Ceyx","Alcedinidae","Coraciiformes","Ceyx azureus","Ceyx","Alcedinidae","Coraciiformes","Ceyx azureus","Alcedo azurea",49,39.6,6.6,8.6,10.3,74,18.3,55.4,24.9,35.2,34.9,1.33,0.76,0.580781127258941,4.27400825048517,1.18442040432961,33.11,-0.49,1,-0.82,1,-0.8,0.1638517045,0.051680674,0.0274474385,0.4963943815,0.007379081,0.0001244,45.855287755,88.375,1.17,1.44,2.72,2.82,88.0681867685117
"116","Anindilyakwa","Ceyx pusillus","Little Kingfisher","Ani.69",6,"Ceyx pusillus","Ceyx","Alcedinidae","Coraciiformes","Ceyx pusillus","Ceyx","Alcedinidae","Coraciiformes","Ceyx pusillus","Alcedo pusilla",28.9,22.7,5.1,6.4,8,50.8,11.9,38.6,23.6,24.6,13.3,1.74,1.47,0.432594309891744,6.27914124988726,1.18442040432961,34.16,-0.45,1,-0.82,1,-0.8,0.135523659,0.240299748,0.004599578,0.53028681,0,0.000234098,47.7482774,50.25,1.17,1.44,3.03,0.48,88.0681867685117
"117","Anindilyakwa","Todiramphus macleayii","Forest Kingfisher","Ani.69",6,"Todiramphus macleayii","Todiramphus","Alcedinidae","Coraciiformes","Halcyon macleayii","Halcyon","Alcedinidae","Coraciiformes","Todiramphus macleayii","Todiramphus macleayii",40.4,32.3,10.3,10.2,13,87.8,27.1,60.8,30.9,56.2,37.3,0.3,-1.01,-0.597657568249135,2.56538481279127,1.18442040432961,77.02,0.92,1,-0.82,1,-0.8,0.256096305,0.237098356,0.003498647,0.242266786,0,0.056938338,36.98353356,58.5,1.41,1.94,1.28,0.99,88.0681867685117
"118","Anindilyakwa","Todiramphus pyrrhopygius","Red-backed Kingfisher","Ani.69",6,"Todiramphus pyrrhopygius","Todiramphus","Alcedinidae","Coraciiformes","Halcyon pyrrhopygia","Halcyon","Alcedinidae","Coraciiformes","Todiramphus pyrrhopygius","Todiramphus pyrrhopygius",41.7,33.5,11.2,10.4,15.3,100.2,36.8,63.8,36.5,67.8,51.7,0.62,-0.46,-0.546091597646743,1.7303272566147,1.18442040432961,105.99,1.85,1,-0.82,1,-0.8,0.1168785685,0.395250802,0.0214203285,0.118612557,0.0024697365,0.044092063,34.373071925,56,1.41,1.94,0.85,0.84,88.0681867685117
"119","Anindilyakwa","Todiramphus sanctus","Sacred Kingfisher","Ani.69",6,"Todiramphus sanctus","Todiramphus","Alcedinidae","Coraciiformes","Halcyon sancta","Halcyon","Alcedinidae","Coraciiformes","Todiramphus sanctus","Todiramphus sanctus",43.4,34.3,10.5,10.1,12.9,91.3,27.7,64.1,30.1,60.5,53,0.3,-1.01,-0.650443011342017,2.24561984944695,1.18442040432961,49.02,0.02,1,-0.82,1,-0.8,0.124533154,0.148880589,0.112206372,0.008714464,0,0.294291721,32.20508913,57,2.17,3.48,0.5,0.9,88.0681867685117
"120","Anindilyakwa","Merops ornatus","Rainbow Bee-eater","Ani.70",1,"Merops ornatus","Merops","Meropidae","Coraciiformes","Merops ornatus","Merops","Meropidae","Coraciiformes","Merops ornatus","Merops ornatus",37,27.5,5.9,6,10.7,108.2,40.5,66,38,106.7,29.5,1.39,0.87,-0.1680370359401,2.4876762601871,0,60.99,0.41,3,1.77,3,1.92,0.096823127,0.035886101,0.032592207,0.016166081,0.001776969,0.419841373,38.7186571,92,0.65,0.39,1.56,3.05,0
"121","Anindilyakwa","Artamus minor","Little Woodswallow","Ani.72",2,"Artamus minor","Artamus","Artamidae","Passeriformes","Artamus minor","Artamus","Artamidae","Passeriformes","Artamus minor","Artamus minor",14.5,8.2,5.7,4.9,14.4,102.7,46.4,56.3,45.1,56.1,16,0.84,-0.08,0.192062064313027,4.14381027917183,0.857878605517241,29.97,-0.59,1,-0.82,1,-0.8,0.11373057,0.033506045,0,0.00041019,0,0,20.18593322,22,0.32,-0.28,-1.45,-1.25,52.4733437311787
"122","Anindilyakwa","Stizoptera bichenovii","Double-barred Finch","Ani.73",6,"Stizoptera bichenovii","Stizoptera","Estrildidae","Passeriformes","Poephila bichenovii","Poephila","Ploceidae","Passeriformes","Stizoptera bichenovii","Taeniopygia bichenovii",9.7,6.9,5.2,6,13.5,50.9,9.1,42,17.8,44.2,9.6,0.47,-0.73,0.179416490351855,6.36844694611014,0.815917826692768,73.98,0.83,2,0.48,1,-0.8,0.116005559,0.442967633,0.000581194,0.000173122,0,0,30.3699543,20.5,0.28,-0.37,0.2,-1.34,119.490655607845
"123","Anindilyakwa","Taeniopygia guttata","Zebra Finch","Ani.73",6,"Taeniopygia guttata","Taeniopygia","Estrildidae","Passeriformes","Poephila guttata","Poephila","Ploceidae","Passeriformes","Taeniopygia guttata","Taeniopygia guttata",10.6,7.1,5.7,6.5,13.3,54.1,11.2,39.2,22.2,35.1,12,0.45,-0.75,0.211621592804614,6.2698994377373,0.815917826692768,65.21,0.54,2,0.48,1,-0.8,0.068254065,0.306584703,0.007476777,0,0.006123767,7.24e-06,26.50655536,58,0.25,-0.43,-0.42,0.96,119.490655607845
"124","Anindilyakwa","Bathilda ruficauda","Star Finch","Ani.73",6,"Bathilda ruficauda","Bathilda","Estrildidae","Passeriformes","Neochmia ruficauda","Neochmia","Ploceidae","Passeriformes","Bathilda ruficauda","Neochmia ruficauda",11.6,8.2,5.5,6.4,13.9,50.9,10.7,39.5,21.3,43.6,11.1,0.45,-0.75,0.234900283335059,6.1472755641191,0.815917826692768,24.84,-0.75,2,0.48,1,-0.8,0.030067997,0.1953187005,0.103166928,4.765e-06,0.0335584105,6.19e-05,24.844272655,68.75,1.39,1.89,-0.69,1.62,119.490655607845
"125","Anindilyakwa","Lonchura castaneothorax","Chestnut-breasted Munia","Ani.73",6,"Lonchura castaneothorax","Lonchura","Estrildidae","Passeriformes","Lonchura castaneothorax","Lonchura","Ploceidae","Passeriformes","Lonchura castaneothorax","Lonchura castaneothorax",12.1,8.6,7.1,7.7,15.2,53.7,13.8,39.6,25.8,37.9,13.6,0.64,-0.43,0.317475741343856,5.83473762394599,0.815917826692768,17.05,-1,2,0.48,2,0.56,0.125337777,0.228509289,0.040792155,0.000286956,1.63e-05,5.74e-06,26.50074353,43.66666667,0.32,-0.28,-0.42,0.08,119.490655607845
"126","Anindilyakwa","Malurus melanocephalus","Red-backed Fairywren","Ani.73",6,"Malurus melanocephalus","Malurus","Maluridae","Passeriformes","Malurus melanocephalus","Malurus","Sylviidae","Passeriformes","Malurus melanocephalus","Malurus melanocephalus",11.7,7.3,3.2,3,21.7,41.4,4.8,38.6,10.8,53.3,7.9,1,0.2,0.00224121629673143,6.75764544466435,0.815917826692768,57.39,0.29,3,1.77,2,0.56,0.582710283,0.042952498,0.004362444,0.000569092,0.059517069,1.08e-05,34.88903138,56.5,1.67,2.46,0.94,0.87,119.490655607845
"127","Anindilyakwa","Chrysococcyx basalis","Horsfield's Bronze-Cuckoo","Ani.74",2,"Chrysococcyx basalis","Chrysococcyx","Cuculidae","Cuculiformes","Chalcites basalis","Chalcites","Cuculidae","Cuculiformes","Chrysococcyx basalis","Chrysococcyx basalis",15.9,9.4,4.1,4.2,18,99.6,40.5,59,40.6,68.4,23.1,0.69,-0.34,0.133995597543069,4.01674543195427,0.36941469456325,57.51,0.3,1,-0.82,1,-0.8,0.065170225,0.124906219,0.000385263,0,0.000405586,0,17.43183218,34,0.24,-0.44,-1.9,-0.52,70.4547146483986
"128","Anindilyakwa","Ardeotis australis","Australian Bustard","Ani.77",1,"Ardeotis australis","Ardeotis","Otididae","Otidiformes","Choriotis australis","Choriotis","Otididae","Gruiformes","Ardeotis australis","Ardeotis australis",79.3,42,19.4,18.9,175.5,592.5,260.5,332,44,304,4182.4,1.17,0.49,0.038656558447404,-6.55652852641723,0,151.07,3.3,4,3.07,3,1.92,0.0686937405,0.4351378505,0.016924341,0,0,0,27.793470535,28.5,0.2,-0.52,-0.21,-0.85,0
"129","Anindilyakwa","Sternula albifrons","Little Tern","Ani.8",1,"Sternula albifrons","Sternula","Laridae","Charadriiformes","Sterna albifrons","Sterna","Laridae","Charadriiformes","Sternula albifrons","Sterna albifrons",33.5,22.9,3.2,5.8,15.4,169.6,117,50.5,69.8,80,57,1.18,0.51,1.41818291166226,1.6197535311125,0,15.45,-1.05,2,0.48,1,-0.8,0.037668212,0.850337263,0.01005152,0,0,3.1e-05,37.59514809,30,0.25,-0.43,1.38,-0.76,0
"130","Anindilyakwa","Haematopus fuliginosus","Sooty Oystercatcher","Ani.14",1,"Haematopus fuliginosus","Haematopus","Haematopodidae","Charadriiformes","Haematopus unicolor","Haematopus","Haematopodidae","Charadriiformes","Haematopus fuliginosus","Haematopus fuliginosus",80.8,61.1,9,12.7,51.9,283,126.2,156.5,44.7,118,819,0.55,-0.59,0.412067741704856,-3.73085540554441,0,37.35,-0.35,1,-0.82,1,-0.8,0.894001512,0.006600928,0.006284643,0,0.020732217,0,38.78513081,48.5,0.9,0.9,1.57,0.38,0
"131","Anindilyakwa","Anas gracilis","Gray Teal","Ani.25",6,"Anas gracilis","Anas","Anatidae","Anseriformes","Anas gibberifrons","Anas","Anatidae","Anseriformes","Anas gracilis","Anas gracilis",39.2,30.1,15.3,12,32.9,192.2,91.8,102,47.3,72,488.1,1.09,0.35,-0.129767424479785,-1.78702812950232,1.48528907900423,13.98,-1.1,1,-0.82,1,-0.8,0.21118592,0.098503421,0.000512276,1.83e-05,0.000384207,0,21.26448863,34,0.09,-0.75,-1.27,-0.52,102.504664748459
"132","Anindilyakwa","Butorides striata","Striated Heron","Ani.30",1,"Butorides striata","Butorides","Ardeidae","Pelecaniformes","Butorides striatus","Butorides","Ardeidae","Ciconiiformes","Butorides striata","Butorides striata",70.3,52.5,9.2,11.3,47,173.9,51.1,127,28.7,63.7,201.5,0.76,-0.22,-0.523677039829559,-1.90455091804774,0,36.78,-0.37,2,0.48,2,0.56,0.348790421,0.049659039,0.011598286,0.000308925,0.002055315,0.000402117,28.14472168,62,0.35,-0.22,-0.16,1.2,0
"133","Anindilyakwa","Egretta garzetta","Little Egret","Ani.33",4,"Egretta garzetta","Egretta","Ardeidae","Pelecaniformes","Egretta garzetta","Egretta","Ardeidae","Ciconiiformes","Egretta garzetta","Egretta garzetta",94.6,68,8.9,11.3,98.8,252.5,82.8,167.2,33.1,94.2,312,0.71,-0.31,0.535054205620822,-3.75873361075807,0.792577855354006,35.36,-0.41,1,-0.82,1,-0.8,0.061662726,0.734782091,0.004705119,0.0001018,0.000334623,7.09e-06,35.7473989,55,0.19,-0.55,1.08,0.77,78.0978336892448
"134","Anindilyakwa","Milvus migrans","Black Kite","Ani.35",11,"Milvus migrans","Milvus","Accipitridae","Accipitriformes","Milvus migrans","Milvus","Accipitridae","Falconiformes","Milvus migrans","Milvus migrans",40,22.4,13,17.4,51.4,457.4,219.9,237.5,48.1,269.5,734.1,0.38,-0.88,-0.423852471692676,-4.91381311657493,1.50509595233034,31.74,-0.53,2,0.48,2,0.56,0.215280899,0.033789903,0.008016799,2.65e-06,0,2.37e-06,20.06849884,35.25,0.14,-0.66,-1.47,-0.44,135.716891874062
"135","Anindilyakwa","Hieraaetus morphnoides","Little Eagle","Ani.36",4,"Hieraaetus morphnoides","Hieraaetus","Accipitridae","Accipitriformes","Hieraaetus morphnoides","Hieraaetus","Accipitridae","Falconiformes","Hieraaetus morphnoides","Hieraaetus morphnoides",35.7,20.6,10.9,18.1,54.5,364.8,161.2,198,44.9,205.2,775.1,0.55,-0.58,-0.404050531651021,-4.13154259707099,0.518363341993546,72.98,0.79,2,0.48,2,0.56,0.098438994,0.202597983,0.052658408,0,0,0,21.77601532,28,0.18,-0.58,-1.19,-0.88,126.850462382693
"136","Anindilyakwa","Synoicus ypsilophorus","Brown Quail","Ani.44",4,"Synoicus ypsilophorus","Synoicus","Phasianidae","Galliformes","Synoicus australis","Synoicus","Phasianidae","Galliformes","Synoicus ypsilophorus","Coturnix ypsilophora",15.6,8.4,5.8,6.2,23.2,98,33.4,66.3,33.5,37.6,107.7,0.82,-0.11,0.0159144001295766,3.77224125758212,1.06158371632406,12.76,-1.14,1,-0.82,2,0.56,0.087010266,0.071438069,0.067398214,1.638e-05,0.005950622,4.75e-06,22.60780488,53,0.24,-0.46,-1.06,0.65,146.65018701673
"137","Anindilyakwa","Rhipidura rufiventris","Northern Fantail","Ani.52",9,"Rhipidura rufiventris","Rhipidura","Rhipiduridae","Passeriformes","Rhipidura rufiventris","Rhipidura","Muscicapidae","Passeriformes","Rhipidura rufiventris","Rhipidura rufiventris",17,9.1,5.5,4.2,16.1,85,18.5,67.7,21.4,82.1,12,0.45,-0.74,-0.0300455618386663,4.85418375908712,1.13278588179069,27.48,-0.67,1,-0.82,1,-0.8,0.288329525,0.157649713,0.055373019,5.91e-06,0,4.24e-06,28.23863581,27.53846154,0.33,-0.27,-0.14,-0.91,82.4340117725365
"138","Anindilyakwa","Myzomela erythrocephala","Red-headed Myzomela","Ani.54",13,"Myzomela erythrocephala","Myzomela","Meliphagidae","Passeriformes","Myzomela erythrocephala","Myzomela","Meliphagidae","Passeriformes","Myzomela erythrocephala","Myzomela erythrocephala",16.1,10.3,2.4,2.8,15.6,58.1,10.5,48.2,17.9,39.9,7.8,0.62,-0.46,-0.29098989696378,6.45147940779741,0.900745168667995,27.75,-0.66,1,-0.82,1,-0.8,0.045985106,0.166009168,0.005187189,0,0,0,18.38904688,28.5,0.24,-0.44,-1.74,-0.85,78.7194160823696
"139","Anindilyakwa","Cacatua sanguinea","Little Corella","Ani.62",2,"Cacatua sanguinea","Cacatua","Cacatuidae","Psittaciformes","Cacatua sanguinea","Cacatua","Psittacidae","Psittaciformes","Cacatua sanguinea","Cacatua sanguinea",34,29.6,15.9,30.8,24.2,256.2,95.8,160.5,37.4,121.8,523.7,1.59,1.21,-0.57682563606597,-3.47406736870404,0.961420001894707,36.78,-0.37,1,-0.82,1,-0.8,0.002336142,0.743300536,0.015299132,7.42e-05,1.41e-05,0,35.78443039,28.5,0.29,-0.35,1.08,-0.85,100.331959163759
"140","Anindilyakwa","Pardalotus striatus","Striated Pardalote","Ani.71",1,"Pardalotus striatus","Pardalotus","Pardalotidae","Passeriformes","Pardalotus substriatus","Pardalotus","Dicaeidae","Passeriformes","Pardalotus striatus","Pardalotus striatus",9,5.1,3.4,4,19.1,63.7,18.9,48.3,28,30.7,11.4,1.15,0.46,-0.30279050560132,6.28665375928641,0,35.16,-0.42,3,1.77,3,1.92,0.19956812,0.188653468,0.098068758,0.000208129,0.001904129,0.00048563,29.75359402,57.25,0.5,0.08,0.1,0.91,0
"141","Anindilyakwa","Neochmia phaeton","Crimson Finch","Ani.73",6,"Neochmia phaeton","Neochmia","Estrildidae","Passeriformes","Neochmia phaeton","Neochmia","Ploceidae","Passeriformes","Neochmia phaeton","Neochmia phaeton",11.8,8.1,5.7,7.1,15.1,50.7,6.9,44,13.6,61.8,10,0.83,-0.1,0.277103537451056,6.2118585774606,0.815917826692768,17.05,-1,2,0.48,1,-0.8,0.063545604,0.132538139,0.013699811,8.56e-05,0.151662969,5.28e-05,28.45009895,64.5,0.22,-0.49,-0.11,1.36,119.490655607845
"142","Anindilyakwa","Phalacrocorax carbo","Great Cormorant","Ani.13",4,"Phalacrocorax carbo","Phalacrocorax","Phalacrocoracidae","Suliformes","Phalacrocorax carbo","Phalacrocorax","Phalacrocoracidae","Pelecaniformes","Phalacrocorax carbo","Phalacrocorax carbo",82.7,57,13.2,18.3,64.2,340.2,124.2,211.7,37.1,148.2,2529,0.45,-0.75,0.245633429873182,-4.97311661017976,0.99182738040255,42.92,-0.17,1,-0.82,1,-0.8,0.483138532,0.087358168,0.001301678,0,0,0.000402543,29.2335656,41,0.33,-0.27,0.02,-0.09,41.8072720670332
"143","Anindilyakwa","Haematopus longirostris","Pied Oystercatcher","Ani.75",1,"Haematopus longirostris","Haematopus","Haematopodidae","Charadriiformes","Haematopus ostralegus","Haematopus","Haematopodidae","Charadriiformes","Haematopus longirostris","Haematopus longirostris",88.8,63.2,8.2,11.6,55.1,275.4,138,138.8,49.9,106,613.9,0.55,-0.59,0.559921592643186,-3.54592720913372,0,37.35,-0.35,1,-0.82,1,-0.8,0.660489121,0.167609637,0.000885068,0,0.005248652,0,36.70541216,42.5,0.35,-0.22,1.23,0.01,0
"144","Anindilyakwa","Esacus magnirostris","Beach Thick-knee","Ani.15",1,"Esacus magnirostris","Esacus","Burhinidae","Charadriiformes","Esacus magnirostris","Esacus","Burhinidae","Charadriiformes","Esacus magnirostris","Esacus giganteus",76.4,46.2,13.1,19.5,89.2,271,114,156.3,42.2,116,1015.9,0.83,-0.09,0.321944563061385,-4.32414320615588,0,46.05,-0.07,2,0.48,2,0.56,0.119482718,0.247411884,0.021417945,1.81e-05,0,9.04e-06,20.7551381,36,0.32,-0.29,-1.36,-0.39,0
"145","Anindilyakwa","Anarhynchus ruficapillus","Red-capped Plover","Ani.18",19,"Anarhynchus ruficapillus","Anarhynchus","Charadriidae","Charadriiformes","Charadrius alexandrinus","Charadrius","Charadriidae","Charadriiformes","Charadrius ruficapillus","Charadrius ruficapillus",15.7,8.8,2.6,3,24.9,99.2,51.5,46.2,52.7,38.6,37.4,0.79,-0.16,-0.724493139005792,4.79276287301479,1.45543723346627,35.52,-0.41,1,-0.82,1,-0.8,0.088217586,0.604931808,0.000261773,0.000209419,0.011308604,0,36.07767261,36,0.5,0.08,1.13,-0.39,102.353577294903
"146","Anindilyakwa","Vanellus miles","Masked Lapwing","Ani.23",1,"Vanellus miles","Vanellus","Charadriidae","Charadriiformes","Vanellus miles","Vanellus","Charadriidae","Charadriiformes","Vanellus miles","Vanellus miles",39,19.5,5.8,6.6,75,245.3,86.6,156.7,35.6,102.9,387,1.09,0.35,-0.415450087494603,-1.54995482386949,0,67.53,0.62,2,0.48,2,0.56,0.048432963,0.29059893,0.033208217,0.000146206,0.004249548,0.000222557,23.89074038,61,0.34,-0.25,-0.85,1.14,0
"147","Anindilyakwa","Anas superciliosa","Pacific Black Duck","Ani.25",6,"Anas superciliosa","Anas","Anatidae","Anseriformes","Anas poecilorhyncha","Anas","Anatidae","Anseriformes","Anas superciliosa","Anas superciliosa",57.5,40.4,20,15.8,39.2,251.2,118.8,132.8,47.1,78,882.8,0.96,0.13,0.0929295060049838,-3.50404768949662,1.48528907900423,25.93,-0.72,1,-0.82,1,-0.8,0.271446058,0.051239332,0.014416375,3.4e-05,0,0.004267111,22.85153761,45,0.16,-0.61,-1.02,0.16,102.504664748459
"148","Anindilyakwa","Podargus strigoides","Tawny Frogmouth","Ani.39",1,"Podargus strigoides","Podargus","Podargidae","Caprimulgiformes","Podargus strigoides","Podargus","Podargidae","Caprimulgiformes","Podargus strigoides","Podargus strigoides",42.6,22.1,29.3,20.6,28.4,228.8,63,165.8,27.5,172,308,1.59,1.21,-0.898676356859923,-3.80015981266915,0,140.28,2.95,3,1.77,3,1.92,0.0883480615,0.159056358,0.1025923315,1.375e-05,0,0,23.537612845,41.333333335,0.21,-0.51,-0.91,-0.06,0
"149","Anindilyakwa","Ptilinopus regina","Rose-crowned Fruit-Dove","Ani.42",3,"Ptilinopus regina","Ptilinopus","Columbidae","Columbiformes","Ptilinopus ewingi","Ptilinopus","Columbidae","Columbiformes","Ptilinopus regina","Ptilinopus regina",17.2,7.8,3.7,3.8,20.2,126.8,37.5,89.3,29.6,67.2,101.6,1.02,0.23,-0.0738511471784857,3.61028810575637,0.867661739280451,27.6,-0.66,2,0.48,2,0.56,0.056502887,0.117842619,0.026425792,0.001610934,0.006397048,0.388111148,27.80418617,95.66666667,0.65,0.39,-0.21,3.27,40.6055802959289
"150","Anindilyakwa","Ducula spilorrhoa","Torresian Imperial-Pigeon","Ani.45",1,"Ducula spilorrhoa","Ducula","Columbidae","Columbiformes","Ducula spilorrhoa","Ducula","Columbidae","Columbiformes","Ducula spilorrhoa","Ducula spilorrhoa",27.4,14.5,7,6.8,32.1,241.2,79.7,161.6,33,141.5,464,1.09,0.35,-0.590668352390649,-0.986700834897554,0,27.6,-0.66,2,0.48,2,0.56,0.171092986,0.611948578,0.005710162,0,0,0,32.87192018,35.5,0.19,-0.55,0.61,-0.42,0
"151","Anindilyakwa","Sphecotheres vieilloti","Australasian Figbird","Ani.47",7,"Sphecotheres vieilloti","Sphecotheres","Oriolidae","Passeriformes","Sphecotheres vieilloti","Sphecotheres","Oriolidae","Passeriformes","Sphecotheres vieilloti","Sphecotheres vieilloti",27.3,15.6,8.8,9.1,25.5,146.8,39.6,109,26.6,104.5,121.5,0.5,-0.67,-1.00722392733236,0.746662863788194,1.18239652338141,60.74,0.4,2,0.48,2,0.56,0.108443433,0.134447239,0.014425721,6.28e-05,0,0,19.45388565,32.66666667,0.08,-0.77,-1.57,-0.6,105.684236300099
"152","Anindilyakwa","Lalage tricolor","White-winged Triller","Ani.47",7,"Lalage tricolor","Lalage","Campephagidae","Passeriformes","Lalage tricolor","Lalage","Campephagidae","Passeriformes","Lalage tricolor","Lalage tricolor",18.8,10.4,4.6,4.2,21.1,98.1,31.5,66,32.3,71.3,25,0.55,-0.58,-0.0895043868684349,3.92845960186856,1.18239652338141,104.92,1.82,1,-0.82,1,-0.8,0.2243498225,0.3300934235,0.0116506775,0,0,0,28.72148645,23,0.33,-0.27,-0.06,-1.19,105.684236300099
"153","Anindilyakwa","Coracina novaehollandiae","Black-faced Cuckooshrike","Ani.51",2,"Coracina novaehollandiae","Coracina","Campephagidae","Passeriformes","Coracina novaehollandiae","Coracina","Campephagidae","Passeriformes","Coracina novaehollandiae","Coracina novaehollandiae",28.8,15.7,10.7,10.5,28.7,192,73.7,118.5,38.4,135.7,118,1.08,0.34,-0.630272244970441,-0.594641058670196,0.570475323194223,22.7,-0.82,1,-0.82,1,-0.8,0.123658525,0.513041736,0,0,0,0,31.9748718,14.5,0.1,-0.73,0.46,-1.71,22.6954772561108
